Unnamed: 0,conds,hum,precipm,tempm,wspdm
2017-01-01 02:00:00,Mist,92.0,,9.0,10.8
2017-01-01 05:00:00,Mist,100.0,,9.0,3.6
2017-01-01 08:00:00,Mist,96.0,,8.0,7.2
2017-01-01 11:00:00,Scattered Clouds,55.0,,16.0,3.6
2017-01-01 14:00:00,Mostly Cloudy,39.0,,20.0,7.2
2017-01-01 17:00:00,Mostly Cloudy,43.0,,20.0,3.6
2017-01-01 20:00:00,Mostly Cloudy,74.0,,16.0,10.8
2017-01-01 23:00:00,Mist,93.0,,14.0,10.8
2017-01-02 02:00:00,Mist,94.0,,13.0,3.6
2017-01-02 05:00:00,Mist,94.0,,13.0,3.6
2017-01-02 08:00:00,Mist,94.0,,13.0,3.6
2017-01-02 11:00:00,Haze,58.0,,20.0,7.2
2017-01-02 14:00:00,Scattered Clouds,41.0,,25.0,3.6
2017-01-02 17:00:00,Mostly Cloudy,42.0,,25.0,7.2
2017-01-02 20:00:00,Partly Cloudy,72.0,,19.0,10.8
2017-01-02 23:00:00,,87.0,,16.0,10.8
2017-01-03 02:00:00,Mist,96.0,,15.0,7.2
2017-01-03 05:00:00,Mist,98.0,,14.0,7.2
2017-01-03 08:00:00,Mist,97.0,,14.0,10.8
2017-01-03 11:00:00,Mostly Cloudy,52.0,,21.0,7.2
2017-01-03 14:00:00,Mostly Cloudy,40.0,,24.0,3.6
2017-01-03 17:00:00,Scattered Clouds,42.0,,24.0,3.6
2017-01-03 20:00:00,,77.0,,18.0,7.2
2017-01-03 23:00:00,Mist,93.0,,16.0,7.2
2017-01-04 02:00:00,Mist,94.0,,14.0,7.2
2017-01-04 05:00:00,Mist,96.0,,13.0,7.2
2017-01-04 08:00:00,Mist,98.0,,13.0,7.2
2017-01-04 11:00:00,Haze,67.0,,20.0,3.6
2017-01-04 14:00:00,,48.0,,24.0,7.2
2017-01-04 17:00:00,,53.0,,24.0,14.4
2017-01-04 20:00:00,Mist,81.0,,19.0,3.6
2017-01-04 23:00:00,Mist,96.0,,17.0,7.2
2017-01-05 02:00:00,Mist,98.0,,16.0,3.6
2017-01-05 05:00:00,Partial Fog,98.0,,14.0,7.2
2017-01-05 08:00:00,Light Fog,97.0,,15.0,3.6
2017-01-05 11:00:00,Light Fog,94.0,,18.0,3.6
2017-01-05 14:00:00,Clear,47.0,,26.0,18.0
2017-01-05 17:00:00,Partly Cloudy,47.0,,24.0,10.8
2017-01-05 20:00:00,Scattered Clouds,80.0,,19.0,7.2
2017-01-05 23:00:00,,93.0,,17.0,14.4
2017-01-06 02:00:00,Mist,96.0,,16.0,7.2
2017-01-06 05:00:00,Mist,100.0,,15.0,10.8
2017-01-06 08:00:00,Mist,99.0,,15.0,7.2
2017-01-06 11:00:00,Mist,76.0,,20.0,3.6
2017-01-06 14:00:00,Haze,58.0,,24.0,3.6
2017-01-06 17:00:00,Mostly Cloudy,61.0,,23.0,3.6
2017-01-06 20:00:00,Mist,83.0,,20.0,3.6
2017-01-06 23:00:00,Mist,94.0,,18.0,7.2
2017-01-07 02:00:00,Mist,98.0,,17.0,7.2
2017-01-07 05:00:00,Mist,96.0,,17.0,3.6
2017-01-07 08:00:00,Mist,100.0,,17.0,3.6
2017-01-07 11:00:00,Mist,79.0,,21.0,3.6
2017-01-07 14:00:00,Haze,61.0,,24.0,7.2
2017-01-07 17:00:00,Overcast,58.0,,24.0,3.6
2017-01-07 20:00:00,Overcast,59.0,,18.0,10.8
2017-01-07 23:00:00,,68.0,,17.0,10.8
2017-01-08 02:00:00,,68.0,,15.0,10.8
2017-01-08 05:00:00,,67.0,,14.0,7.2
2017-01-08 08:00:00,Overcast,67.0,,14.0,10.8
2017-01-08 11:00:00,Overcast,66.0,,15.0,14.4
2017-01-08 14:00:00,Overcast,73.0,,15.0,10.8
2017-01-08 17:00:00,Light Rain,97.0,,12.0,7.2
2017-01-08 20:00:00,Clear,86.0,,13.0,3.6
2017-01-08 23:00:00,,84.0,,12.0,7.2
2017-01-09 02:00:00,,79.0,,13.0,10.8
2017-01-09 05:00:00,,80.0,,12.0,7.2
2017-01-09 08:00:00,Overcast,77.0,,12.0,7.2
2017-01-09 11:00:00,Overcast,62.0,,15.0,7.2
2017-01-09 14:00:00,Scattered Clouds,46.0,,19.0,7.2
2017-01-09 17:00:00,,48.0,,19.0,10.8
2017-01-09 20:00:00,Mostly Cloudy,77.0,,14.0,7.2
2017-01-09 23:00:00,,90.0,,13.0,3.6
2017-01-10 02:00:00,,90.0,,13.0,3.6
2017-01-10 05:00:00,,69.0,,13.0,10.8
2017-01-10 08:00:00,Overcast,73.0,,14.0,3.6
2017-01-10 11:00:00,Mostly Cloudy,58.0,,16.0,3.6
2017-01-10 14:00:00,Mostly Cloudy,48.0,,19.0,7.2
2017-01-10 17:00:00,Partly Cloudy,53.0,,19.0,7.2
2017-01-10 20:00:00,Mostly Cloudy,77.0,,16.0,7.2
2017-01-10 23:00:00,,66.0,,16.0,7.2
2017-01-11 02:00:00,,68.0,,15.0,7.2
2017-01-11 05:00:00,,71.0,,13.0,7.2
2017-01-11 08:00:00,Overcast,70.0,,13.0,7.2
2017-01-11 11:00:00,Overcast,61.0,,14.0,10.8
2017-01-11 14:00:00,Clear,64.0,,14.0,10.8
2017-01-11 17:00:00,Light Rain,79.0,,12.0,10.8
2017-01-11 20:00:00,Light Rain,75.0,,12.0,10.8
2017-01-11 23:00:00,Mist,94.0,,10.0,7.2
2017-01-12 02:00:00,Mist,98.0,,10.0,3.6
2017-01-12 05:00:00,,96.0,,9.0,10.8
2017-01-12 08:00:00,Light Rain,96.0,,9.0,10.8
2017-01-12 11:00:00,Light Rain,91.0,,9.0,14.4
2017-01-12 14:00:00,Light Rain,91.0,,8.0,18.0
2017-01-12 17:00:00,Light Rain,94.0,,8.0,10.8
2017-01-12 20:00:00,Light Rain,95.0,,8.0,18.0
2017-01-12 23:00:00,,96.0,,8.0,10.8
2017-01-13 02:00:00,Mist,100.0,,7.0,7.2
2017-01-13 05:00:00,,98.0,,7.0,10.8
2017-01-13 08:00:00,Light Rain,99.0,,7.0,7.2
2017-01-13 11:00:00,Clear,79.0,,10.0,7.2
2017-01-13 14:00:00,Clear,75.0,,10.0,14.4
2017-01-13 17:00:00,Light Rain,95.0,,9.0,10.8
2017-01-13 20:00:00,Light Rain,98.0,,9.0,10.8
2017-01-13 23:00:00,,94.0,,8.0,7.2
2017-01-14 02:00:00,,87.0,,8.0,10.8
2017-01-14 05:00:00,,82.0,,8.0,7.2
2017-01-14 08:00:00,Overcast,82.0,,8.0,7.2
2017-01-14 11:00:00,Overcast,72.0,,10.0,3.6
2017-01-14 14:00:00,Overcast,64.0,,11.0,7.2
2017-01-14 17:00:00,Overcast,69.0,,11.0,3.6
2017-01-14 20:00:00,Light Rain,80.0,,10.0,3.6
2017-01-14 23:00:00,,78.0,,10.0,7.2
2017-01-15 02:00:00,,78.0,,10.0,7.2
2017-01-15 05:00:00,,86.0,,10.0,7.2
2017-01-15 08:00:00,Overcast,87.0,,9.0,7.2
2017-01-15 11:00:00,Overcast,81.0,,10.0,10.8
2017-01-15 14:00:00,Clear,80.0,,11.0,7.2
2017-01-15 17:00:00,Overcast,79.0,,11.0,7.2
2017-01-15 20:00:00,Overcast,76.0,,10.0,10.8
2017-01-15 23:00:00,,84.0,,10.0,7.2
2017-01-16 02:00:00,Mist,76.0,,9.0,10.8
2017-01-16 05:00:00,,68.0,,9.0,7.2
2017-01-16 08:00:00,Overcast,68.0,,9.0,0.0
2017-01-16 11:00:00,Overcast,61.0,,10.0,10.8
2017-01-16 14:00:00,Overcast,52.0,,11.0,10.8
2017-01-16 17:00:00,Light Rain,80.0,,10.0,3.6
2017-01-16 20:00:00,Light Rain,94.0,,10.0,3.6
2017-01-16 23:00:00,Mist,92.0,,9.0,7.2
2017-01-17 02:00:00,Mist,99.0,,9.0,3.6
2017-01-17 05:00:00,Mist,96.0,,9.0,7.2
2017-01-17 08:00:00,Light Rain,96.0,,9.0,7.2
2017-01-17 11:00:00,Light Rain,98.0,,10.0,3.6
2017-01-17 14:00:00,Light Rain,90.0,,11.0,7.2
2017-01-17 17:00:00,Light Rain,96.0,,11.0,3.6
2017-01-17 20:00:00,Light Rain,95.0,,10.0,7.2
2017-01-17 23:00:00,Mist,100.0,,10.0,7.2
2017-01-18 02:00:00,Partial Fog,99.0,,10.0,3.6
2017-01-18 05:00:00,Mist,97.0,,10.0,3.6
2017-01-18 08:00:00,Light Rain,100.0,,10.0,3.6
2017-01-18 11:00:00,Light Rain,96.0,,10.0,3.6
2017-01-18 14:00:00,Light Rain,97.0,,11.0,3.6
2017-01-18 17:00:00,Light Rain,95.0,,11.0,3.6
2017-01-18 20:00:00,Light Rain,100.0,,11.0,3.6
2017-01-18 23:00:00,Mist,97.0,,11.0,3.6
2017-01-19 02:00:00,Mist,95.0,,11.0,7.2
2017-01-19 05:00:00,Mist,95.0,,10.0,7.2
2017-01-19 08:00:00,Light Rain,97.0,,10.0,10.8
2017-01-19 11:00:00,Overcast,85.0,,12.0,7.2
2017-01-19 14:00:00,Clear,83.0,,12.0,7.2
2017-01-19 17:00:00,Light Rain,82.0,,11.0,18.0
2017-01-19 20:00:00,Clear,81.0,,10.0,14.4
2017-01-19 23:00:00,,87.0,,9.0,14.4
2017-01-20 02:00:00,,90.0,,9.0,7.2
2017-01-20 05:00:00,,79.0,,9.0,14.4
2017-01-20 08:00:00,Overcast,78.0,,9.0,10.8
2017-01-20 11:00:00,Mostly Cloudy,56.0,,12.0,18.0
2017-01-20 14:00:00,Mostly Cloudy,47.0,,13.0,14.4
2017-01-20 17:00:00,Partly Cloudy,48.0,,13.0,14.4
2017-01-20 20:00:00,Mostly Cloudy,62.0,,10.0,7.2
2017-01-20 23:00:00,Mist,89.0,,8.0,3.6
2017-01-21 02:00:00,,79.0,,9.0,3.6
2017-01-21 05:00:00,Mist,86.0,,8.0,7.2
2017-01-21 08:00:00,Partly Cloudy,62.0,,8.0,3.6
2017-01-21 11:00:00,Mostly Cloudy,39.0,,12.0,14.4
2017-01-21 14:00:00,Partly Cloudy,30.0,,15.0,10.8
2017-01-21 17:00:00,Overcast,39.0,,13.0,10.8
2017-01-21 20:00:00,Mostly Cloudy,36.0,,12.0,10.8
2017-01-21 23:00:00,,43.0,,9.0,7.2
2017-01-22 02:00:00,,84.0,,5.0,10.8
2017-01-22 05:00:00,Mist,93.0,,4.0,7.2
2017-01-22 08:00:00,Mist,99.0,,4.0,7.2
2017-01-22 11:00:00,,48.0,,11.0,7.2
2017-01-22 14:00:00,,22.0,,17.0,10.8
2017-01-22 17:00:00,,22.0,,16.0,14.4
2017-01-22 20:00:00,,64.0,,9.0,10.8
2017-01-22 23:00:00,,84.0,,6.0,10.8
2017-01-23 02:00:00,,92.0,,5.0,10.8
2017-01-23 05:00:00,,96.0,,4.0,10.8
2017-01-23 08:00:00,Mist,96.0,,4.0,7.2
2017-01-23 11:00:00,,51.0,,11.0,7.2
2017-01-23 14:00:00,,27.0,,17.0,3.6
2017-01-23 17:00:00,,22.0,,18.0,7.2
2017-01-23 20:00:00,,66.0,,11.0,10.8
2017-01-23 23:00:00,,88.0,,8.0,10.8
2017-01-24 02:00:00,,92.0,,6.0,10.8
2017-01-24 05:00:00,Mist,95.0,,5.0,7.2
2017-01-24 08:00:00,Mist,95.0,,7.0,7.2
2017-01-24 11:00:00,Mostly Cloudy,53.0,,12.0,3.6
2017-01-24 14:00:00,Scattered Clouds,35.0,,18.0,3.6
2017-01-24 17:00:00,Partly Cloudy,33.0,,19.0,3.6
2017-01-24 20:00:00,Mostly Cloudy,63.0,,15.0,10.8
2017-01-24 23:00:00,,76.0,,13.0,7.2
2017-01-25 02:00:00,,82.0,,12.0,7.2
2017-01-25 05:00:00,,85.0,,12.0,7.2
2017-01-25 08:00:00,Mist,97.0,,10.0,3.6
2017-01-25 11:00:00,Scattered Clouds,44.0,,17.0,7.2
2017-01-25 14:00:00,,31.0,,20.0,7.2
2017-01-25 17:00:00,,34.0,,20.0,10.8
2017-01-25 20:00:00,Scattered Clouds,43.0,,16.0,14.4
2017-01-25 23:00:00,,76.0,,11.0,3.6
2017-01-26 02:00:00,Mist,93.0,,8.0,3.6
2017-01-26 05:00:00,Mist,96.0,,6.0,10.8
2017-01-26 08:00:00,Mist,96.0,,6.0,7.2
2017-01-26 11:00:00,,47.0,,13.0,7.2
2017-01-26 14:00:00,,32.0,,18.0,3.6
2017-01-26 17:00:00,,30.0,,19.0,3.6
2017-01-26 20:00:00,,76.0,,12.0,14.4
2017-01-26 23:00:00,Mist,92.0,,9.0,10.8
2017-01-27 02:00:00,Mist,95.0,,8.0,7.2
2017-01-27 05:00:00,Mist,97.0,,6.0,7.2
2017-01-27 08:00:00,Mist,100.0,,6.0,7.2
2017-01-27 11:00:00,,61.0,,14.0,7.2
2017-01-27 14:00:00,,32.0,,20.0,10.8
2017-01-27 17:00:00,Scattered Clouds,28.0,,21.0,7.2
2017-01-27 20:00:00,,66.0,,13.0,14.4
2017-01-27 23:00:00,Mist,86.0,,10.0,10.8
2017-01-28 02:00:00,Mist,95.0,,8.0,7.2
2017-01-28 05:00:00,Mist,97.0,,6.0,7.2
2017-01-28 08:00:00,Partial Fog,99.0,,6.0,3.6
2017-01-28 11:00:00,Haze,59.0,,14.0,7.2
2017-01-28 14:00:00,Clear,34.0,,23.0,25.2
2017-01-28 17:00:00,Scattered Clouds,39.0,,23.0,25.2
2017-01-28 20:00:00,Scattered Clouds,58.0,,19.0,18.0
2017-01-28 23:00:00,,69.0,,16.0,10.8
2017-01-29 02:00:00,,68.0,,18.0,18.0
2017-01-29 05:00:00,,90.0,,16.0,10.8
2017-01-29 08:00:00,Light Rain,100.0,,16.0,3.6
2017-01-29 11:00:00,Light Rain,98.0,,17.0,0.0
2017-01-29 14:00:00,Light Rain,94.0,,18.0,3.6
2017-01-29 17:00:00,Light Rain,98.0,,17.0,3.6
2017-01-29 20:00:00,Light Rain,99.0,,17.0,3.6
2017-01-29 23:00:00,Partial Fog,99.0,,17.0,3.6
2017-01-30 02:00:00,Clear,96.0,,15.0,10.8
2017-01-30 05:00:00,Mist,91.0,,13.0,14.4
2017-01-30 08:00:00,Mist,93.0,,11.0,21.6
2017-01-30 11:00:00,Light Rain,82.0,,11.0,10.8
2017-01-30 14:00:00,Clear,71.0,,13.0,10.8
2017-01-30 17:00:00,Overcast,70.0,,14.0,7.2
2017-01-30 20:00:00,Overcast,68.0,,12.0,18.0
2017-01-30 23:00:00,,68.0,,12.0,10.8
2017-01-31 02:00:00,,66.0,,11.0,10.8
2017-01-31 05:00:00,,65.0,,10.0,3.6
2017-01-31 08:00:00,Overcast,72.0,,10.0,14.4
2017-01-31 11:00:00,Clear,66.0,,11.0,7.2
2017-01-31 14:00:00,Light Rain,76.0,,11.0,7.2
2017-01-31 17:00:00,Light Rain,82.0,,11.0,3.6
2017-01-31 20:00:00,Mist,89.0,,11.0,3.6
2017-01-31 23:00:00,Mist,85.0,,11.0,3.6
2017-02-01 02:00:00,Mist,83.0,,10.0,7.2
2017-02-01 05:00:00,,84.0,,11.0,3.6
2017-02-01 08:00:00,Mist,82.0,,10.0,3.6
2017-02-01 11:00:00,Overcast,61.0,,13.0,10.8
2017-02-01 17:00:00,Overcast,53.0,,16.0,14.4
2017-02-01 20:00:00,Overcast,61.0,,14.0,14.4
2017-02-01 23:00:00,,67.0,,13.0,14.4
2017-02-02 02:00:00,,65.0,,12.0,10.8
2017-02-02 05:00:00,,73.0,,10.0,7.2
2017-02-02 08:00:00,Mostly Cloudy,73.0,,10.0,7.2
2017-02-02 11:00:00,Mostly Cloudy,59.0,,12.0,18.0
2017-02-02 14:00:00,Mostly Cloudy,49.0,,16.0,14.4
2017-02-02 17:00:00,Mostly Cloudy,48.0,,16.0,7.2
2017-02-02 20:00:00,Mostly Cloudy,64.0,,13.0,3.6
2017-02-02 23:00:00,,67.0,,12.0,7.2
2017-02-03 02:00:00,,72.0,,11.0,3.6
2017-02-03 05:00:00,,77.0,,10.0,3.6
2017-02-03 08:00:00,Overcast,75.0,,11.0,7.2
2017-02-03 11:00:00,Overcast,67.0,,12.0,7.2
2017-02-03 14:00:00,Mostly Cloudy,55.0,,15.0,3.6
2017-02-03 17:00:00,Mostly Cloudy,54.0,,16.0,3.6
2017-02-03 20:00:00,Mostly Cloudy,83.0,,13.0,7.2
2017-02-03 23:00:00,Mist,95.0,,11.0,7.2
2017-02-04 02:00:00,Mist,99.0,,10.0,10.8
2017-02-04 05:00:00,Mist,98.0,,11.0,7.2
2017-02-04 08:00:00,Light Rain,95.0,,11.0,0.0
2017-02-04 11:00:00,Mostly Cloudy,60.0,,17.0,3.6
2017-02-04 14:00:00,Overcast,60.0,,18.0,7.2
2017-02-04 17:00:00,Light Rain,72.0,,17.0,3.6
2017-02-04 20:00:00,Mist,90.0,,15.0,7.2
2017-02-04 23:00:00,,86.0,,15.0,0.0
2017-02-05 02:00:00,Mist,86.0,,14.0,3.6
2017-02-05 05:00:00,,75.0,,14.0,10.8
2017-02-05 08:00:00,Overcast,81.0,,14.0,3.6
2017-02-05 11:00:00,Mostly Cloudy,67.0,,17.0,10.8
2017-02-05 14:00:00,Mostly Cloudy,58.0,,18.0,7.2
2017-02-05 17:00:00,Scattered Clouds,50.0,,21.0,7.2
2017-02-05 20:00:00,Scattered Clouds,81.0,,15.0,7.2
2017-02-05 23:00:00,,73.0,,13.0,10.8
2017-02-06 02:00:00,,93.0,,10.0,3.6
2017-02-06 05:00:00,,98.0,,11.0,3.6
2017-02-06 08:00:00,Overcast,99.0,,11.0,3.6
2017-02-06 11:00:00,Overcast,75.0,,13.0,7.2
2017-02-06 14:00:00,Overcast,63.0,,15.0,3.6
2017-02-06 17:00:00,Haze,57.0,,18.0,3.6
2017-02-06 20:00:00,Mostly Cloudy,68.0,,16.0,7.2
2017-02-06 23:00:00,,72.0,,15.0,3.6
2017-02-07 02:00:00,,83.0,,14.0,7.2
2017-02-07 05:00:00,Mist,98.0,,13.0,3.6
2017-02-07 08:00:00,Light Rain,100.0,,12.0,7.2
2017-02-07 11:00:00,Light Rain,92.0,,14.0,3.6
2017-02-07 14:00:00,Light Rain,90.0,,14.0,3.6
2017-02-07 17:00:00,Overcast,90.0,,15.0,0.0
2017-02-07 20:00:00,Light Rain,100.0,,14.0,3.6
2017-02-07 23:00:00,Mist,100.0,,14.0,3.6
2017-02-08 02:00:00,Mist,98.0,,14.0,3.6
2017-02-08 05:00:00,Mist,98.0,,14.0,3.6
2017-02-08 08:00:00,Light Rain,95.0,,13.0,10.8
2017-02-08 11:00:00,Clear,73.0,,10.0,18.0
2017-02-08 14:00:00,Light Rain,72.0,,8.0,10.8
2017-02-08 17:00:00,Light Rain,78.0,,7.0,14.4
2017-02-08 20:00:00,Light Rain,71.0,,7.0,18.0
2017-02-08 23:00:00,,61.0,,7.0,21.6
2017-02-09 02:00:00,,60.0,,6.0,18.0
2017-02-09 05:00:00,,60.0,,6.0,10.8
2017-02-09 08:00:00,Overcast,59.0,,5.0,14.4
2017-02-09 11:00:00,Overcast,54.0,,7.0,14.4
2017-02-09 14:00:00,Overcast,52.0,,8.0,10.8
2017-02-09 17:00:00,Mostly Cloudy,49.0,,9.0,10.8
2017-02-09 20:00:00,Mostly Cloudy,48.0,,8.0,18.0
2017-02-09 23:00:00,,52.0,,6.0,14.4
2017-02-10 02:00:00,,48.0,,6.0,10.8
2017-02-10 05:00:00,,47.0,,6.0,7.2
2017-02-10 08:00:00,Overcast,48.0,,6.0,10.8
2017-02-10 11:00:00,Overcast,44.0,,8.0,14.4
2017-02-10 14:00:00,Overcast,40.0,,9.0,14.4
2017-02-10 17:00:00,Overcast,38.0,,9.0,10.8
2017-02-10 20:00:00,Overcast,42.0,,8.0,10.8
2017-02-10 23:00:00,,43.0,,8.0,14.4
2017-02-11 02:00:00,,45.0,,7.0,7.2
2017-02-11 05:00:00,,73.0,,4.0,7.2
2017-02-11 08:00:00,Mist,93.0,,3.0,3.6
2017-02-11 11:00:00,Scattered Clouds,26.0,,11.0,18.0
2017-02-11 14:00:00,Mostly Cloudy,20.0,,13.0,18.0
2017-02-11 17:00:00,Overcast,25.0,,13.0,3.6
2017-02-11 20:00:00,Overcast,49.0,,11.0,3.6
2017-02-11 23:00:00,,68.0,,8.0,3.6
2017-02-12 02:00:00,,85.0,,5.0,7.2
2017-02-12 05:00:00,Mist,92.0,,3.0,10.8
2017-02-12 08:00:00,Mist,96.0,,3.0,10.8
2017-02-12 11:00:00,,36.0,,11.0,7.2
2017-02-12 14:00:00,,20.0,,16.0,7.2
2017-02-12 17:00:00,,8.0,,17.0,3.6
2017-02-12 20:00:00,,51.0,,10.0,10.8
2017-02-12 23:00:00,,71.0,,6.0,10.8
2017-02-13 02:00:00,,80.0,,4.0,7.2
2017-02-13 05:00:00,,92.0,,3.0,7.2
2017-02-13 08:00:00,Mist,89.0,,3.0,3.6
2017-02-13 11:00:00,,41.0,,12.0,7.2
2017-02-13 14:00:00,Scattered Clouds,21.0,,18.0,10.8
2017-02-13 17:00:00,,18.0,,20.0,7.2
2017-02-13 20:00:00,,57.0,,12.0,14.4
2017-02-13 23:00:00,,77.0,,8.0,10.8
2017-02-14 02:00:00,,88.0,,6.0,7.2
2017-02-14 05:00:00,Mist,95.0,,5.0,10.8
2017-02-14 11:00:00,,48.0,,14.0,3.6
2017-02-14 14:00:00,,24.0,,21.0,7.2
2017-02-14 17:00:00,,24.0,,22.0,7.2
2017-02-14 20:00:00,,63.0,,14.0,14.4
2017-02-14 23:00:00,,85.0,,11.0,7.2
2017-02-15 02:00:00,Mist,93.0,,9.0,7.2
2017-02-15 05:00:00,Mist,96.0,,8.0,3.6
2017-02-15 08:00:00,Mist,99.0,,8.0,3.6
2017-02-15 11:00:00,,50.0,,16.0,7.2
2017-02-15 14:00:00,,29.0,,23.0,7.2
2017-02-15 17:00:00,,29.0,,23.0,10.8
2017-02-15 20:00:00,,52.0,,17.0,10.8
2017-02-15 23:00:00,,81.0,,13.0,10.8
